all_other_loans,candidate_contribution,cash_on_hand_beginning_period,committee_designation,committee_designation_full,committee_id,committee_name,committee_state,committee_type,committee_type_full,contribution_refunds,contributions,coverage_end_date,coverage_start_date,cycle,disbursements,filing_frequency,filing_frequency_full,first_f1_date,first_file_date,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,last_beginning_image_number,last_cash_on_hand_end_period,last_debts_owed_by_committee,last_debts_owed_to_committee,last_report_type_full,last_report_year,loan_repayments,loan_repayments_candidate_loans,loan_repayments_other_loans,loans,loans_made_by_candidate,net_contributions,net_operating_expenditures,offsets_to_operating_expenditures,operating_expenditures,organization_type,organization_type_full,other_disbursements,other_political_committee_contributions,other_receipts,party_full,political_party_committee_contributions,receipts,refunded_individual_contributions,refunded_other_political_committee_contributions,refunded_political_party_committee_contributions,transaction_coverage_date,transfers_from_other_authorized_committee,transfers_to_other_authorized_committee,treasurer_name
0.0,0.0,0.0,P,Principal campaign committee,C00795542,MADISON FOR CONGRESS,OH,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2021-11-23,2021-11-23,0.0,0.0,0.0,202607079874800620,0.0,208759.21,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"OBRIEN, NORBERT"
0.0,0.0,114178.99,P,Principal campaign committee,C00025379,FRIENDS OF JOHN LAFALCE,NY,H,House,0.0,0.0,2025-09-30T00:00:00,2025-01-01T00:00:00,2026,115003.52,T,Terminated,1977-04-01,1976-07-12,0.0,0.0,0.0,202510159791541818,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,2182.65,0.0,2182.65,,,112820.87,0.0,824.53,DEMOCRATIC PARTY,0.0,824.53,0.0,0.0,0.0,2025-09-30,0.0,0.0,"LAFALCE, MARTIN J"
0.0,0.0,20.91,P,Principal campaign committee,C00710798,SOU MOUA FOR CONGRESS,CA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2019-07-02,2019-07-02,0.0,0.0,0.0,202607089874800863,20.91,5700.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"MOUA, SOU"
0.0,0.0,442.11,P,Principal campaign committee,C00470393,CATES FOR CONGRESS,GA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2009-11-16,2009-11-16,0.0,0.0,0.0,202606309874288384,442.11,250000.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"OVERCASH, WILLIAM G"
0.0,0.0,33085.14,P,Principal campaign committee,C00244335,CITIZENS FOR ELEANOR HOLMES NORTON,DC,H,House,0.0,13774.8,2026-01-25T00:00:00,2025-01-01T00:00:00,2026,86859.94,T,Terminated,1990-04-30,1990-04-30,1774.8,1000.0,774.8,202601259794159601,0.0,90000.0,0.0,TERMINATION REPORT,2026,0.0,0.0,0.0,40000.0,40000.0,13774.8,86659.94,0.0,86659.94,,,200.0,12000.0,0.0,DEMOCRATIC PARTY,0.0,53774.8,0.0,0.0,0.0,2026-01-25,0.0,0.0,"PELT, JACQUELINE"
0.0,0.0,1750.0,P,Principal campaign committee,C00583369,GEORGE ROUCO FOR CONGRESS,NC,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2015-08-05,2015-08-05,0.0,0.0,0.0,202606309874288328,1750.0,27903.39,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"MCMICHAEL, COLLIN"
0.0,0.0,0.0,P,Principal campaign committee,C00719880,STAAT FOR CONGRESS,CA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,2019-09-17,2019-09-17,0.0,0.0,0.0,202607019874305512,0.0,4000.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"CRUMMITT, GARY"
0.0,0.0,5271.48,P,Principal campaign committee,C00259143,LUCILLE ROYBAL-ALLARD FOR CONGRESS,DC,H,House,0.0,0.0,2025-04-17T00:00:00,2025-01-01T00:00:00,2026,5271.48,T,Terminated,1992-01-22,1992-01-22,0.0,0.0,0.0,202504179756114370,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,142.0,,,5129.48,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0,0.0,2025-04-17,0.0,0.0,"HART, A. CHRISTIAN"
0.0,0.0,0.0,P,Principal campaign committee,C00743153,BOB HAMILTON FOR KANSAS INC.,KS,S,Senate,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,2020-03-30,2020-03-30,0.0,0.0,0.0,202607019874288734,0.0,1150.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"PHILLIPS, ROBERT III"
0.0,0.0,83694.17,P,Principal campaign committee,C00269340,LOBIONDO FOR CONGRESS,NJ,H,House,0.0,0.0,2026-01-02T00:00:00,2025-01-01T00:00:00,2026,84265.17,T,Terminated,1992-05-29,1992-05-28,0.0,0.0,0.0,202601029793901500,0.0,0.0,0.0,TERMINATION REPORT,2026,0.0,0.0,0.0,0.0,0.0,0.0,83694.17,571.0,84265.17,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,571.0,0.0,0.0,0.0,2026-01-02,0.0,0.0,"PADULESE, JAMIE"
0.0,0.0,1692.32,P,Principal campaign committee,C00836635,ADITYA PAI FOR CONGRESS,CA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2023-04-03,2023-04-03,0.0,0.0,0.0,202607019874305481,1692.32,6407.71,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"CRUMMITT, GARY"
0.0,0.0,25703.94,P,Principal campaign committee,C00847525,BOLES FOR OREGON,OR,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,2395.0,Q,Quarterly filer,2023-08-07,2023-08-07,0.0,0.0,0.0,202607019874295769,23308.94,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,2395.0,0.0,2395.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"DATWYLER, THOMAS"
0.0,0.0,1426.2,P,Principal campaign committee,C00883967,JUSTICE FOR PALESTINE ELECT AHMAD DARWISH,CT,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,1278.67,Q,Quarterly filer,2024-07-22,2024-07-22,0.0,0.0,0.0,202607019874288587,147.53,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,1278.67,0.0,1278.67,,,0.0,0.0,0.0,GREEN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"AHMED, RIZVE"
0.0,500.0,0.0,P,Principal campaign committee,C00333781,MUSSER FOR CONGRESS,WI,H,House,0.0,500.0,2026-03-31T00:00:00,2026-01-01T00:00:00,2026,2126.02,T,Terminated,1998-02-11,1998-02-11,0.0,0.0,0.0,202604200300525715,0.0,0.0,2124.02,APRIL QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,500.0,2624.02,0.0,2136.02,,,0.0,0.0,0.0,,0.0,500.0,0.0,0.0,0.0,,0.0,0.0,ALICE REED
0.0,0.0,614470.24,P,Principal campaign committee,C00344473,STABENOW FOR US SENATE,MI,S,Senate,-188316.59,7344.19,2025-06-30T00:00:00,2025-01-01T00:00:00,2026,622820.6,T,Terminated,1999-04-01,1999-04-01,0.0,0.0,0.0,202506299762546665,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,195660.78,609842.96,0.0,609842.96,,,201294.23,7344.19,1006.17,DEMOCRATIC PARTY,0.0,8350.36,-152286.59,-36030.0,0.0,2025-06-30,0.0,0.0,"FRY, FREDERICK"
0.0,0.0,54542.15,P,Principal campaign committee,C00346296,SOLIS FOR CONGRESS,CA,H,House,0.0,0.0,2025-09-30T00:00:00,2025-01-01T00:00:00,2026,69137.33,T,Terminated,1999-06-23,1999-06-23,0.0,0.0,0.0,202510149790790744,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,58137.33,11000.0,69137.33,,,0.0,0.0,3845.18,DEMOCRATIC PARTY,0.0,14845.18,0.0,0.0,0.0,2025-09-30,0.0,0.0,"SOLIS, LETICIA"
0.0,0.0,698.07,P,Principal campaign committee,C00346767,DEBORAH FOR CONGRESS,FL,H,House,0.0,0.0,2025-12-31T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,1999-07-09,1999-07-09,0.0,0.0,0.0,202504250300504054,698.07,0.0,26800.0,YEAR-END,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,NONE,0.0,0.0,0.0,0.0,0.0,2025-12-31,0.0,0.0,DEBORAH KATZ PUESCHEL
0.0,0.0,55789.69,P,Principal campaign committee,C00349217,CARPER FOR SENATE,DE,S,Senate,-70400.0,0.0,2025-03-31T00:00:00,2025-01-01T00:00:00,2026,55789.69,T,Terminated,1999-09-29,1999-09-29,0.0,0.0,0.0,202503319754834110,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,70400.0,24022.29,0.0,24022.29,,,102167.4,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,-29500.0,-40900.0,0.0,2025-03-31,0.0,0.0,"CONNOLLY, ARTHUR G. III"
0.0,0.0,0.0,P,Principal campaign committee,C00556241,LIZBETH BENACQUISTO FOR CONGRESS,FL,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2014-02-03,2014-02-03,0.0,0.0,0.0,202607039874759434,0.0,121325.68,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,NANCY H WATKINS
0.0,0.0,6479.3,P,Principal campaign committee,C00618223,ROONEY FOR CONGRESS,FL,H,House,0.0,0.0,2026-07-08T00:00:00,2025-01-01T00:00:00,2026,6479.3,T,Terminated,2016-05-24,2016-05-24,0.0,0.0,0.0,202607089874801429,0.0,392000.0,0.0,TERMINATION REPORT,2026,0.0,0.0,0.0,0.0,0.0,0.0,1479.3,0.0,1479.3,,,5000.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-07-08,0.0,0.0,"WATKINS, NANCY H."
0.0,0.0,0.0,J,Joint fundraising committee,C00935627,AMERICANS FOR BBQ,GA,H,House,0.0,0.0,2026-06-30T00:00:00,2026-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2026-01-21,2026-01-21,0.0,0.0,0.0,202607099874817454,0.0,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"GOODE, MICHAEL"
0.0,0.0,22343.44,P,Principal campaign committee,C00358895,FRIENDS OF HILLARY,DC,S,Senate,0.0,0.0,2025-06-30T00:00:00,2025-01-01T00:00:00,2026,22343.44,T,Terminated,2000-06-13,2000-06-13,0.0,0.0,0.0,202507159763543561,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,193.0,,,22150.44,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0,0.0,2025-06-30,0.0,0.0,"MOSKWA, SHELLY"
0.0,0.0,0.0,J,Joint fundraising committee,C00896746,STRONGEST AMERICA JFC,GA,H,House,0.0,89500.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,89000.0,Q,Quarterly filer,2025-01-27,2025-01-27,89500.0,89500.0,0.0,202607099874818873,500.0,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,89500.0,3636.41,0.0,3636.41,,,0.0,0.0,0.0,,0.0,89500.0,0.0,0.0,0.0,2026-06-30,0.0,85363.59,"GOODE, MICHAEL"
0.0,0.0,6202.0,P,Principal campaign committee,C00472704,JAIME FOR CONGRESS,WA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,6202.0,A,Administratively terminated,2009-12-22,2009-12-22,0.0,0.0,0.0,202607129874889869,0.0,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,6202.0,0.0,6202.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"PEIPER, PAMELA S"
0.0,0.0,0.0,P,Principal campaign committee,C00370874,RICK RENZI FOR CONGRESS,FL,H,House,0.0,0.0,2026-03-31T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,2001-12-28,2001-12-28,0.0,0.0,0.0,202604059856982614,0.0,456157.37,0.0,APRIL QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-03-31,0.0,0.0,"WATKINS, NANCY H.  "
0.0,0.0,13854.6,P,Principal campaign committee,C00372532,MICHAEL BURGESS FOR CONGRESS,TX,H,House,755.71,-26.03,2025-07-15T00:00:00,2025-01-01T00:00:00,2026,13828.57,T,Terminated,2002-02-01,2002-02-01,-26.03,-26.03,0.0,202507159763103440,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,-781.74,9243.66,0.0,9243.66,,,3829.2,0.0,0.0,REPUBLICAN PARTY,0.0,-26.03,755.71,0.0,0.0,2025-07-15,0.0,0.0,"MARTIN, STEVEN G. JR."
0.0,0.0,20.07,A,Authorized by a candidate,C00332114,DAVID MCSWEENEY FOR CONGRESS,IL,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,1997-12-22,1997-12-22,0.0,0.0,0.0,202607019874733998,20.07,654444.45,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"LUCZKIW, ANTHONY N.  "
0.0,0.0,222335.78,P,Principal campaign committee,C00709477,FRIENDS OF JOHN H MERRILL FOR U S SENATE,WI,S,Senate,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,9160.0,Q,Quarterly filer,2019-06-18,2019-06-18,0.0,0.0,0.0,202607029874737333,213175.78,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,9160.0,0.0,9160.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"DATWYLER, THOMAS"
0.0,0.0,3933.13,P,Principal campaign committee,C00697417,"BYRNE FOR SENATE, INC.",AL,S,Senate,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2019-02-21,2019-02-21,0.0,0.0,0.0,202607139874928344,3933.13,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"NEWMAN, J ASHLEY MS."
0.0,0.0,31.66,P,Principal campaign committee,C00379974,OKLAHOMANS FOR NUTTLE INC,OK,H,House,0.0,0.0,2025-12-31T00:00:00,2025-01-01T00:00:00,2026,95.95,A,Administratively terminated,2002-07-15,2002-07-15,0.0,0.0,0.0,202601309794639219,35.71,222585.56,0.0,YEAR-END,2025,0.0,0.0,0.0,100.0,100.0,0.0,95.95,0.0,95.95,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,100.0,0.0,0.0,0.0,2025-12-31,0.0,0.0,"CAMPBELL, TRACY"
0.0,0.0,870.74,P,Principal campaign committee,C00831578,BEN SAVAGE FOR CONGRESS,CA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,950.74,Q,Quarterly filer,2023-01-18,2023-01-18,0.0,0.0,0.0,202607139874932920,0.0,719000.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,890.74,0.0,890.74,,,60.0,0.0,80.0,DEMOCRATIC PARTY,0.0,80.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"CRUMMITT, GARY"
0.0,0.0,10980.99,P,Principal campaign committee,C00717280,REDDI FOR SENATE,KS,S,Senate,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,4000.0,Q,Quarterly filer,2019-08-27,2019-08-27,0.0,0.0,0.0,202607149874980908,8520.23,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,3000.0,,,1000.0,0.0,39.24,DEMOCRATIC PARTY,0.0,1539.24,0.0,0.0,0.0,2026-06-30,0.0,0.0,"SULLIVAN, KATIE"
0.0,32000.0,127821.13,P,Principal campaign committee,C00394353,CANSECO FOR CONGRESS,TX,H,House,0.0,32000.0,2025-12-31T00:00:00,2025-01-01T00:00:00,2026,6250.0,Q,Quarterly filer,2004-01-07,2004-01-07,0.0,0.0,0.0,202602099834288113,201621.13,171490.89,0.0,YEAR-END,2025,0.0,0.0,0.0,48050.0,48050.0,32000.0,6250.0,0.0,6250.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,80050.0,0.0,0.0,0.0,2025-12-31,0.0,0.0,"CANSECO, GLORIA Z."
0.0,0.0,1715.26,P,Principal campaign committee,C00647222,CAMPAIGN TO ELECT JOSH MCCALL,GA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2017-06-07,2017-06-07,0.0,0.0,0.0,202607039874761742,1715.26,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"POTTER, TIFFANY"
0.0,0.0,0.0,P,Principal campaign committee,C00477356,DAVID RIVERA FOR CONGRESS,FL,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2010-03-02,2010-03-02,0.0,0.0,0.0,202607039874759426,0.0,139873.58,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"WATKINS, NANCY H."
0.0,0.0,0.0,A,Authorized by a candidate,C00470807,MICHAEL GRIMM FOR CONGRESS,FL,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2009-11-12,2009-11-12,0.0,0.0,0.0,202607039874759465,0.0,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"WATKINS, NANCY H."
0.0,5487.0,-874.21,P,Principal campaign committee,C00844522,QASIM FOR CONGRESS,IL,H,House,0.0,5487.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,4612.79,Q,Quarterly filer,2023-07-05,2023-07-05,0.0,0.0,0.0,202607159875088972,0.0,123576.23,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,5487.0,4612.79,0.0,4612.79,,,0.0,0.0,0.0,DEMOCRATIC PARTY,0.0,5487.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"KHALID, MAHMOOD"
0.0,0.0,679.14,P,Principal campaign committee,C00412817,SPENCER FOR SENATE COMMITTEE,NY,S,Senate,0.0,0.0,2026-03-31T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,2005-06-10,2005-06-10,0.0,0.0,0.0,202606010300527941,679.14,239112.0,0.0,APRIL QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2025-03-31,0.0,0.0,JOHN SPRING
0.0,0.0,0.0,P,Principal campaign committee,C00798314,CAIT CORRIGAN FOR NEW YORK,NY,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,2021-12-23,2021-12-23,0.0,0.0,0.0,202607159875655162,0.0,8248.13,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"CORRIGAN, CAIT"
0.0,0.0,350659.22,P,Principal campaign committee,C00415182,FRIENDS OF JOHN SARBANES,DC,H,House,0.0,0.0,2026-04-13T00:00:00,2025-01-01T00:00:00,2026,358331.06,T,Terminated,2005-09-26,2005-09-26,0.0,0.0,0.0,202604159862586026,0.0,0.0,0.0,TERMINATION REPORT,2026,0.0,0.0,0.0,0.0,0.0,0.0,96594.88,7671.84,104266.72,,,254064.34,0.0,0.0,DEMOCRATIC PARTY,0.0,7671.84,0.0,0.0,0.0,2026-04-13,0.0,0.0,"ANGERHOLZER, LINDSAY F."
0.0,0.0,34495.84,P,Principal campaign committee,C00419630,YARMUTH FOR CONGRESS,KY,H,House,0.0,0.0,2025-02-26T00:00:00,2025-01-01T00:00:00,2026,2051.04,T,Terminated,2006-02-09,2006-02-09,0.0,0.0,0.0,202502269753969681,32444.8,132262.4,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,2051.04,0.0,2051.04,,,0.0,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0,0.0,2025-02-26,0.0,0.0,"JOHNSON, NATALIE"
0.0,0.0,4644.04,P,Principal campaign committee,C00796110,SCHWARZE FOR CONGRESS,MN,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2021-12-01,2021-12-01,0.0,0.0,0.0,202607159875083302,9187.6,11080.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,4543.56,0.0,0.0,0.0,2026-06-30,4543.56,0.0,"DIEHR, SARA"
0.0,0.0,86697.18,P,Principal campaign committee,C00258475,ANNA ESHOO FOR CONGRESS,CA,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,87413.93,Q,Quarterly filer,1992-01-14,1992-01-14,0.0,0.0,0.0,202607159876009850,0.0,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,44109.66,0.0,44109.66,,,43304.27,0.0,716.75,DEMOCRATIC PARTY,0.0,716.75,0.0,0.0,0.0,2026-06-30,0.0,0.0,"FAGIN, TAMARA"
0.0,0.0,0.0,P,Principal campaign committee,C00425546,WILL MCBRIDE FOR US SENATE,FL,S,Senate,0.0,0.0,2025-01-24T00:00:00,2025-01-01T00:00:00,2026,0.0,T,Terminated,2006-05-30,2006-05-30,0.0,0.0,0.0,202501249747744747,0.0,250000.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2025-01-24,0.0,0.0,NANCY H WATKINS
0.0,0.0,0.0,P,Principal campaign committee,C00427708,EDDIE ZAMORA FOR CONGRESS,TX,H,House,0.0,0.0,2025-03-31T00:00:00,2025-01-01T00:00:00,2026,0.0,A,Administratively terminated,2006-08-07,2006-08-07,0.0,0.0,0.0,202504179756115108,0.0,0.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2025-03-31,0.0,0.0,"ZAMORA, SORAYA"
0.0,0.0,0.0,P,Principal campaign committee,C00647057,LORIE BURCH FOR CONGRESS,TX,H,House,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,Q,Quarterly filer,2017-06-06,2017-06-06,0.0,0.0,0.0,202607159875207324,0.0,20322.78,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,DEMOCRATIC PARTY,0.0,0.0,0.0,0.0,0.0,2026-06-30,0.0,0.0,"COLLIN, JULIETTE SUSAN"
0.0,0.0,295.07,P,Principal campaign committee,C00442061,ARMSTRONG FOR CONGRESS,CO,H,House,0.0,0.0,2025-06-17T00:00:00,2025-01-01T00:00:00,2026,295.07,T,Terminated,2007-12-07,2007-12-07,0.0,0.0,0.0,202506179762194482,0.0,250000.0,0.0,TERMINATION REPORT,2025,0.0,0.0,0.0,0.0,0.0,0.0,295.07,0.0,295.07,,,0.0,0.0,0.0,REPUBLICAN PARTY,0.0,0.0,0.0,0.0,0.0,2025-06-17,0.0,0.0,"WALCHER, GREG"
0.0,272.4,0.0,P,Principal campaign committee,C00921239,TONYA HUDSON CAMPAIGN,IN,H,House,0.0,1719.26,2026-06-30T00:00:00,2026-01-01T00:00:00,2026,1472.78,Q,Quarterly filer,2025-09-29,2025-09-29,1446.86,487.0,959.86,202607059874765816,246.48,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,1719.26,1472.78,0.0,1472.78,,,0.0,0.0,0.0,LIBERTARIAN PARTY,0.0,1719.26,0.0,0.0,0.0,2026-06-30,0.0,0.0,"HUDSON, TONYA"
